date,league,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,source_file
2021-09-19,Bundesliga,21-22,Stuttgart,Leverkusen,1,3,A,18.0,7.0,8.0,4.0,2.0,6.0,11.0,11.0,2.0,3.0,0.0,1.0,3.3,3.75,2.1,Bundesliga\21-22.csv
2021-09-19,Bundesliga,21-22,Wolfsburg,Ein Frankfurt,1,1,D,15.0,6.0,6.0,2.0,7.0,4.0,14.0,18.0,2.0,6.0,0.0,0.0,1.8,3.8,4.33,Bundesliga\21-22.csv
2021-09-19,La Liga,21-22,Betis,Espanol,2,2,D,23.0,11.0,9.0,4.0,10.0,4.0,13.0,9.0,4.0,4.0,1.0,0.0,2.0,3.2,4.2,La Liga Primera Division\21-22.csv
2021-09-19,La Liga,21-22,Mallorca,Villarreal,0,0,D,10.0,11.0,1.0,3.0,3.0,1.0,11.0,16.0,2.0,3.0,0.0,0.0,3.5,3.0,2.3,La Liga Primera Division\21-22.csv
2021-09-19,La Liga,21-22,Sociedad,Sevilla,0,0,D,11.0,11.0,4.0,4.0,5.0,6.0,16.0,11.0,2.0,3.0,0.0,0.0,2.55,3.2,2.87,La Liga Primera Division\21-22.csv
2021-09-19,La Liga,21-22,Valencia,Real Madrid,1,2,A,12.0,18.0,4.0,10.0,2.0,5.0,14.0,14.0,1.0,5.0,0.0,0.0,3.8,3.8,1.9,La Liga Primera Division\21-22.csv
2021-09-19,Ligue 1,21-22,Angers,Nantes,1,4,A,10.0,8.0,5.0,4.0,10.0,5.0,10.0,16.0,2.0,2.0,0.0,0.0,2.1,3.3,3.6,Le Championnat\21-22.csv
2021-09-19,Ligue 1,21-22,Clermont,Brest,1,1,D,7.0,5.0,4.0,1.0,3.0,5.0,7.0,19.0,1.0,1.0,1.0,0.0,1.8,3.75,4.33,Le Championnat\21-22.csv
2021-09-19,Ligue 1,21-22,Marseille,Rennes,2,0,H,17.0,13.0,6.0,2.0,6.0,7.0,5.0,17.0,0.0,2.0,0.0,0.0,1.9,3.6,3.8,Le Championnat\21-22.csv
2021-09-19,Ligue 1,21-22,Nice,Monaco,2,2,D,12.0,8.0,3.0,3.0,5.0,2.0,17.0,12.0,2.0,3.0,0.0,0.0,2.62,3.5,2.62,Le Championnat\21-22.csv
2021-09-19,Ligue 1,21-22,Paris SG,Lyon,2,1,H,14.0,12.0,5.0,5.0,10.0,4.0,13.0,19.0,3.0,1.0,0.0,0.0,1.3,5.75,9.0,Le Championnat\21-22.csv
2021-09-19,Ligue 1,21-22,Reims,Lorient,0,0,D,10.0,6.0,2.0,3.0,5.0,6.0,12.0,14.0,2.0,3.0,0.0,0.0,2.15,3.3,3.4,Le Championnat\21-22.csv
2021-09-19,Ligue 1,21-22,Troyes,Montpellier,1,1,D,8.0,6.0,3.0,2.0,1.0,6.0,16.0,11.0,4.0,4.0,0.0,1.0,2.45,3.5,2.8,Le Championnat\21-22.csv
2021-09-19,Premier League,21-22,Brighton,Leicester,2,1,H,12.0,14.0,5.0,3.0,4.0,9.0,8.0,10.0,2.0,1.0,0.0,0.0,2.7,3.2,2.75,Premier League\21-22.csv
2021-09-19,Premier League,21-22,Tottenham,Chelsea,0,3,A,8.0,20.0,2.0,10.0,5.0,11.0,4.0,15.0,0.0,1.0,0.0,0.0,5.0,3.8,1.7,Premier League\21-22.csv
2021-09-19,Premier League,21-22,West Ham,Man United,1,2,A,13.0,17.0,4.0,10.0,2.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,4.33,4.0,1.75,Premier League\21-22.csv
2021-09-19,Serie A,21-22,Empoli,Sampdoria,0,3,A,15.0,14.0,4.0,7.0,8.0,8.0,10.0,10.0,2.0,2.0,0.0,0.0,2.55,3.6,2.6,Seire\21-22.csv
2021-09-19,Serie A,21-22,Juventus,Milan,1,1,D,9.0,13.0,4.0,3.0,4.0,4.0,13.0,16.0,1.0,1.0,0.0,0.0,2.1,3.4,3.5,Seire\21-22.csv
2021-09-19,Serie A,21-22,Lazio,Cagliari,2,2,D,28.0,10.0,10.0,3.0,10.0,1.0,3.0,11.0,1.0,3.0,0.0,1.0,1.44,4.75,7.0,Seire\21-22.csv
2021-09-19,Serie A,21-22,Venezia,Spezia,1,2,A,14.0,12.0,3.0,3.0,3.0,10.0,13.0,10.0,4.0,1.0,0.0,0.0,2.45,3.4,2.9,Seire\21-22.csv
2021-09-19,Serie A,21-22,Verona,Roma,3,2,H,10.0,15.0,6.0,2.0,3.0,8.0,14.0,13.0,4.0,2.0,0.0,0.0,4.0,3.8,1.83,Seire\21-22.csv
2021-09-20,La Liga,21-22,Barcelona,Granada,1,1,D,17.0,5.0,6.0,2.0,12.0,4.0,15.0,20.0,3.0,6.0,0.0,0.0,1.28,5.75,10.0,La Liga Primera Division\21-22.csv
2021-09-20,Serie A,21-22,Udinese,Napoli,0,4,A,9.0,18.0,1.0,8.0,2.0,5.0,10.0,11.0,2.0,1.0,0.0,0.0,4.5,3.6,1.83,Seire\21-22.csv
2021-09-21,La Liga,21-22,Ath Bilbao,Vallecano,1,2,A,8.0,8.0,1.0,3.0,2.0,1.0,16.0,20.0,3.0,3.0,0.0,0.0,1.85,3.5,4.33,La Liga Primera Division\21-22.csv
2021-09-21,La Liga,21-22,Getafe,Ath Madrid,1,2,A,7.0,12.0,2.0,4.0,2.0,5.0,15.0,11.0,4.0,5.0,1.0,0.0,6.0,3.5,1.66,La Liga Primera Division\21-22.csv
2021-09-21,La Liga,21-22,Levante,Celta,0,2,A,6.0,4.0,2.0,2.0,2.0,4.0,16.0,12.0,3.0,2.0,0.0,0.0,2.6,3.4,2.7,La Liga Primera Division\21-22.csv
2021-09-21,Serie A,21-22,Atalanta,Sassuolo,2,1,H,14.0,8.0,5.0,1.0,5.0,5.0,17.0,16.0,2.0,2.0,0.0,0.0,1.5,4.75,6.0,Seire\21-22.csv
2021-09-21,Serie A,21-22,Bologna,Genoa,2,2,D,17.0,11.0,6.0,6.0,7.0,2.0,14.0,15.0,3.0,4.0,0.0,0.0,1.95,3.5,3.75,Seire\21-22.csv
2021-09-21,Serie A,21-22,Fiorentina,Inter,1,3,A,14.0,17.0,6.0,5.0,4.0,8.0,11.0,15.0,2.0,3.0,1.0,0.0,3.75,3.6,1.9,Seire\21-22.csv
2021-09-22,La Liga,21-22,Espanol,Alaves,1,0,H,10.0,8.0,2.0,2.0,4.0,8.0,14.0,18.0,2.0,1.0,0.0,0.0,1.8,3.5,4.75,La Liga Primera Division\21-22.csv
2021-09-22,La Liga,21-22,Real Madrid,Mallorca,6,1,H,18.0,17.0,12.0,5.0,3.0,2.0,18.0,8.0,2.0,1.0,0.0,0.0,1.22,6.5,12.0,La Liga Primera Division\21-22.csv
2021-09-22,La Liga,21-22,Sevilla,Valencia,3,1,H,11.0,8.0,5.0,3.0,1.0,4.0,25.0,21.0,5.0,3.0,0.0,0.0,1.61,3.8,6.0,La Liga Primera Division\21-22.csv
2021-09-22,La Liga,21-22,Villarreal,Elche,4,1,H,14.0,9.0,9.0,3.0,8.0,7.0,16.0,11.0,1.0,2.0,0.0,0.0,1.5,4.2,6.5,La Liga Primera Division\21-22.csv
2021-09-22,Ligue 1,21-22,Angers,Marseille,0,0,D,9.0,6.0,1.0,1.0,4.0,2.0,9.0,7.0,1.0,3.0,0.0,0.0,3.75,3.25,2.05,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Lens,Strasbourg,0,1,A,17.0,6.0,4.0,1.0,7.0,3.0,14.0,7.0,2.0,3.0,1.0,0.0,1.95,3.6,3.75,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Lille,Reims,2,1,H,7.0,11.0,4.0,5.0,4.0,4.0,16.0,14.0,2.0,1.0,0.0,0.0,1.66,3.6,5.25,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Lorient,Nice,1,0,H,8.0,13.0,1.0,1.0,6.0,5.0,12.0,16.0,2.0,4.0,1.0,0.0,3.3,3.5,2.15,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Lyon,Troyes,3,1,H,15.0,12.0,8.0,7.0,7.0,3.0,7.0,9.0,1.0,3.0,0.0,0.0,1.4,4.5,8.5,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Metz,Paris SG,1,2,A,6.0,15.0,2.0,5.0,3.0,3.0,12.0,12.0,6.0,2.0,1.0,0.0,11.0,7.0,1.22,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Monaco,St Etienne,3,1,H,14.0,9.0,6.0,3.0,6.0,3.0,16.0,13.0,1.0,1.0,0.0,1.0,1.53,4.0,6.5,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Montpellier,Bordeaux,3,3,D,15.0,15.0,6.0,7.0,6.0,6.0,10.0,8.0,0.0,2.0,0.0,0.0,1.9,3.6,3.8,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Nantes,Brest,3,1,H,14.0,10.0,6.0,2.0,4.0,4.0,8.0,13.0,1.0,2.0,0.0,0.0,2.05,3.5,3.4,Le Championnat\21-22.csv
2021-09-22,Ligue 1,21-22,Rennes,Clermont,6,0,H,21.0,4.0,10.0,1.0,5.0,7.0,14.0,5.0,2.0,1.0,0.0,0.0,1.95,3.6,3.8,Le Championnat\21-22.csv
2021-09-22,Serie A,21-22,Cagliari,Empoli,0,2,A,16.0,17.0,1.0,5.0,7.0,4.0,15.0,13.0,2.0,1.0,0.0,0.0,2.0,3.75,3.4,Seire\21-22.csv
2021-09-22,Serie A,21-22,Milan,Venezia,2,0,H,15.0,8.0,4.0,2.0,4.0,4.0,12.0,13.0,0.0,2.0,0.0,0.0,1.25,6.0,12.0,Seire\21-22.csv
2021-09-22,Serie A,21-22,Salernitana,Verona,2,2,D,15.0,10.0,4.0,5.0,4.0,5.0,13.0,17.0,2.0,3.0,0.0,0.0,3.5,3.4,2.05,Seire\21-22.csv
2021-09-22,Serie A,21-22,Spezia,Juventus,2,3,A,10.0,26.0,5.0,9.0,5.0,15.0,14.0,10.0,2.0,1.0,0.0,0.0,8.0,5.5,1.33,Seire\21-22.csv
2021-09-23,La Liga,21-22,Cadiz,Barcelona,0,0,D,13.0,6.0,3.0,2.0,4.0,5.0,16.0,8.0,3.0,4.0,0.0,1.0,6.0,4.33,1.5,La Liga Primera Division\21-22.csv
2021-09-23,La Liga,21-22,Granada,Sociedad,2,3,A,10.0,20.0,2.0,11.0,4.0,7.0,11.0,16.0,5.0,1.0,0.0,0.0,4.2,3.4,1.9,La Liga Primera Division\21-22.csv
2021-09-23,La Liga,21-22,Osasuna,Betis,1,3,A,11.0,16.0,3.0,9.0,4.0,7.0,18.0,10.0,2.0,0.0,0.0,0.0,2.37,3.25,3.0,La Liga Primera Division\21-22.csv
2021-09-23,Serie A,21-22,Roma,Udinese,1,0,H,12.0,8.0,2.0,3.0,6.0,6.0,22.0,8.0,4.0,1.0,1.0,0.0,1.55,4.2,5.5,Seire\21-22.csv
2021-09-23,Serie A,21-22,Sampdoria,Napoli,0,4,A,13.0,17.0,5.0,9.0,5.0,5.0,10.0,7.0,2.0,1.0,0.0,0.0,4.2,3.6,1.83,Seire\21-22.csv
2021-09-23,Serie A,21-22,Torino,Lazio,1,1,D,16.0,6.0,5.0,2.0,6.0,5.0,19.0,9.0,3.0,3.0,0.0,0.0,3.25,3.5,2.15,Seire\21-22.csv
2021-09-24,Bundesliga,21-22,Greuther Furth,Bayern Munich,1,3,A,11.0,12.0,6.0,4.0,6.0,3.0,18.0,13.0,4.0,1.0,0.0,1.0,23.0,13.0,1.07,Bundesliga\21-22.csv
2021-09-25,Bundesliga,21-22,Ein Frankfurt,FC Koln,1,1,D,10.0,15.0,3.0,2.0,7.0,6.0,11.0,19.0,2.0,3.0,0.0,0.0,2.0,3.75,3.5,Bundesliga\21-22.csv
2021-09-25,Bundesliga,21-22,Hoffenheim,Wolfsburg,3,1,H,11.0,13.0,3.0,2.0,5.0,2.0,13.0,9.0,2.0,2.0,0.0,0.0,2.75,3.5,2.5,Bundesliga\21-22.csv
2021-09-25,Bundesliga,21-22,Leverkusen,Mainz,1,0,H,16.0,14.0,9.0,5.0,6.0,3.0,11.0,12.0,4.0,3.0,0.0,0.0,1.72,4.0,4.5,Bundesliga\21-22.csv
2021-09-25,Bundesliga,21-22,M'gladbach,Dortmund,1,0,H,14.0,8.0,3.0,0.0,5.0,1.0,17.0,15.0,4.0,4.0,0.0,1.0,4.33,4.2,1.72,Bundesliga\21-22.csv
2021-09-25,Bundesliga,21-22,RB Leipzig,Hertha,6,0,H,18.0,5.0,11.0,3.0,2.0,1.0,8.0,19.0,1.0,3.0,0.0,0.0,1.3,5.5,10.0,Bundesliga\21-22.csv
2021-09-25,Bundesliga,21-22,Union Berlin,Bielefeld,1,0,H,17.0,9.0,4.0,2.0,5.0,4.0,9.0,5.0,1.0,0.0,0.0,0.0,1.66,3.8,5.5,Bundesliga\21-22.csv
2021-09-25,La Liga,21-22,Alaves,Ath Madrid,1,0,H,7.0,13.0,1.0,1.0,3.0,8.0,18.0,11.0,2.0,3.0,0.0,0.0,7.5,4.0,1.5,La Liga Primera Division\21-22.csv
2021-09-25,La Liga,21-22,Real Madrid,Villarreal,0,0,D,15.0,6.0,2.0,2.0,6.0,3.0,10.0,12.0,1.0,2.0,0.0,0.0,1.5,4.75,5.75,La Liga Primera Division\21-22.csv
2021-09-25,La Liga,21-22,Sevilla,Espanol,2,0,H,12.0,13.0,5.0,2.0,4.0,8.0,10.0,8.0,4.0,0.0,1.0,0.0,1.57,3.8,6.5,La Liga Primera Division\21-22.csv
2021-09-25,La Liga,21-22,Valencia,Ath Bilbao,1,1,D,13.0,12.0,6.0,4.0,4.0,5.0,14.0,17.0,5.0,2.0,1.0,0.0,2.6,3.2,2.8,La Liga Primera Division\21-22.csv
2021-09-25,Ligue 1,21-22,Lyon,Lorient,1,1,D,12.0,12.0,2.0,5.0,9.0,3.0,9.0,10.0,1.0,2.0,1.0,0.0,1.33,5.25,8.5,Le Championnat\21-22.csv
2021-09-25,Ligue 1,21-22,Paris SG,Montpellier,2,0,H,16.0,10.0,5.0,4.0,8.0,7.0,10.0,8.0,0.0,1.0,0.0,0.0,1.18,8.0,12.0,Le Championnat\21-22.csv
2021-09-25,Ligue 1,21-22,St Etienne,Nice,0,3,A,11.0,14.0,6.0,9.0,2.0,9.0,9.0,13.0,0.0,2.0,0.0,0.0,3.3,3.3,2.25,Le Championnat\21-22.csv
2021-09-25,Ligue 1,21-22,Strasbourg,Lille,1,2,A,10.0,16.0,3.0,7.0,8.0,8.0,16.0,12.0,4.0,4.0,1.0,0.0,2.8,3.2,2.62,Le Championnat\21-22.csv
2021-09-25,Premier League,21-22,Brentford,Liverpool,3,3,D,12.0,16.0,4.0,6.0,2.0,11.0,8.0,7.0,1.0,1.0,0.0,0.0,7.0,4.5,1.45,Premier League\21-22.csv
2021-09-25,Premier League,21-22,Chelsea,Man City,0,1,A,5.0,15.0,0.0,4.0,4.0,13.0,12.0,10.0,3.0,2.0,0.0,0.0,2.62,3.2,2.75,Premier League\21-22.csv
2021-09-25,Premier League,21-22,Everton,Norwich,2,0,H,11.0,10.0,4.0,2.0,6.0,4.0,12.0,9.0,2.0,3.0,0.0,0.0,1.61,3.8,5.75,Premier League\21-22.csv
2021-09-25,Premier League,21-22,Leeds,West Ham,1,2,A,15.0,20.0,5.0,7.0,5.0,7.0,10.0,6.0,3.0,2.0,0.0,0.0,3.0,3.6,2.25,Premier League\21-22.csv
2021-09-25,Premier League,21-22,Leicester,Burnley,2,2,D,22.0,9.0,5.0,3.0,8.0,4.0,10.0,8.0,2.0,4.0,0.0,0.0,1.57,4.0,6.0,Premier League\21-22.csv
2021-09-25,Premier League,21-22,Man United,Aston Villa,0,1,A,28.0,7.0,4.0,3.0,5.0,5.0,9.0,13.0,2.0,2.0,0.0,0.0,1.36,5.25,8.0,Premier League\21-22.csv
2021-09-25,Premier League,21-22,Watford,Newcastle,1,1,D,15.0,20.0,4.0,6.0,5.0,6.0,19.0,12.0,4.0,3.0,0.0,0.0,2.2,3.4,3.3,Premier League\21-22.csv
2021-09-25,Serie A,21-22,Genoa,Verona,3,3,D,10.0,12.0,4.0,7.0,3.0,2.0,13.0,13.0,3.0,2.0,0.0,0.0,2.75,3.25,2.62,Seire\21-22.csv
2021-09-25,Serie A,21-22,Inter,Atalanta,2,2,D,19.0,23.0,6.0,5.0,4.0,11.0,13.0,11.0,3.0,5.0,0.0,0.0,1.9,3.75,3.8,Seire\21-22.csv
2021-09-25,Serie A,21-22,Spezia,Milan,1,2,A,8.0,18.0,2.0,5.0,2.0,4.0,12.0,11.0,2.0,2.0,0.0,0.0,7.0,4.5,1.45,Seire\21-22.csv
2021-09-26,Bundesliga,21-22,Bochum,Stuttgart,0,0,D,14.0,8.0,4.0,3.0,7.0,2.0,15.0,12.0,2.0,5.0,0.0,0.0,3.0,3.5,2.3,Bundesliga\21-22.csv
2021-09-26,Bundesliga,21-22,Freiburg,Augsburg,3,0,H,19.0,8.0,9.0,2.0,6.0,3.0,11.0,13.0,0.0,1.0,0.0,0.0,1.85,3.6,4.33,Bundesliga\21-22.csv
2021-09-26,La Liga,21-22,Barcelona,Levante,3,0,H,20.0,6.0,12.0,2.0,11.0,1.0,11.0,16.0,1.0,3.0,0.0,0.0,1.4,5.5,6.5,La Liga Primera Division\21-22.csv
2021-09-26,La Liga,21-22,Betis,Getafe,2,0,H,20.0,8.0,5.0,3.0,3.0,3.0,12.0,19.0,1.0,3.0,0.0,0.0,1.75,3.6,4.75,La Liga Primera Division\21-22.csv
2021-09-26,La Liga,21-22,Mallorca,Osasuna,2,3,A,17.0,12.0,8.0,6.0,5.0,5.0,8.0,17.0,2.0,3.0,0.0,0.0,2.7,3.2,2.75,La Liga Primera Division\21-22.csv
2021-09-26,La Liga,21-22,Sociedad,Elche,1,0,H,17.0,5.0,5.0,2.0,6.0,1.0,12.0,16.0,1.0,3.0,0.0,0.0,1.4,4.5,9.0,La Liga Primera Division\21-22.csv
2021-09-26,La Liga,21-22,Vallecano,Cadiz,3,1,H,13.0,6.0,6.0,1.0,4.0,3.0,11.0,11.0,2.0,4.0,0.0,0.0,1.6,3.8,6.0,La Liga Primera Division\21-22.csv
2021-09-26,Ligue 1,21-22,Bordeaux,Rennes,1,1,D,10.0,18.0,3.0,8.0,8.0,6.0,6.0,20.0,1.0,4.0,0.0,0.0,3.4,3.4,2.15,Le Championnat\21-22.csv
2021-09-26,Ligue 1,21-22,Brest,Metz,1,2,A,11.0,6.0,2.0,4.0,4.0,3.0,16.0,16.0,3.0,2.0,0.0,0.0,2.0,3.5,3.75,Le Championnat\21-22.csv
2021-09-26,Ligue 1,21-22,Clermont,Monaco,1,3,A,12.0,6.0,4.0,3.0,5.0,1.0,9.0,12.0,2.0,4.0,0.0,0.0,3.8,3.5,2.0,Le Championnat\21-22.csv
2021-09-26,Ligue 1,21-22,Marseille,Lens,2,3,A,14.0,14.0,4.0,5.0,5.0,7.0,4.0,14.0,2.0,1.0,0.0,0.0,1.72,3.75,5.0,Le Championnat\21-22.csv
2021-09-26,Ligue 1,21-22,Reims,Nantes,3,1,H,9.0,11.0,5.0,2.0,3.0,7.0,14.0,10.0,1.0,1.0,0.0,0.0,2.55,3.1,2.9,Le Championnat\21-22.csv
2021-09-26,Ligue 1,21-22,Troyes,Angers,1,1,D,6.0,17.0,3.0,6.0,2.0,9.0,9.0,8.0,4.0,2.0,1.0,0.0,2.75,3.2,2.7,Le Championnat\21-22.csv
2021-09-26,Premier League,21-22,Arsenal,Tottenham,3,1,H,12.0,10.0,7.0,4.0,4.0,4.0,12.0,13.0,2.0,1.0,0.0,0.0,2.15,3.3,3.5,Premier League\21-22.csv
2021-09-26,Premier League,21-22,Southampton,Wolves,0,1,A,18.0,5.0,6.0,3.0,5.0,5.0,12.0,8.0,0.0,0.0,0.0,0.0,2.62,3.2,2.8,Premier League\21-22.csv
2021-09-26,Serie A,21-22,Empoli,Bologna,4,2,H,15.0,20.0,7.0,5.0,2.0,10.0,15.0,22.0,2.0,2.0,0.0,0.0,2.6,3.75,2.5,Seire\21-22.csv
2021-09-26,Serie A,21-22,Juventus,Sampdoria,3,2,H,16.0,5.0,6.0,3.0,4.0,2.0,22.0,16.0,4.0,3.0,0.0,0.0,1.3,5.75,9.0,Seire\21-22.csv
2021-09-26,Serie A,21-22,Lazio,Roma,3,2,H,9.0,20.0,4.0,8.0,1.0,9.0,11.0,13.0,2.0,4.0,0.0,0.0,2.62,3.5,2.6,Seire\21-22.csv
2021-09-26,Serie A,21-22,Napoli,Cagliari,2,0,H,18.0,6.0,7.0,1.0,6.0,4.0,12.0,10.0,2.0,1.0,0.0,0.0,1.25,6.0,11.0,Seire\21-22.csv
2021-09-26,Serie A,21-22,Sassuolo,Salernitana,1,0,H,17.0,12.0,6.0,5.0,4.0,8.0,16.0,16.0,3.0,3.0,0.0,0.0,1.4,5.0,7.5,Seire\21-22.csv
2021-09-26,Serie A,21-22,Udinese,Fiorentina,0,1,A,12.0,8.0,5.0,2.0,4.0,1.0,14.0,11.0,2.0,3.0,0.0,0.0,3.1,3.4,2.3,Seire\21-22.csv
2021-09-27,La Liga,21-22,Celta,Granada,1,0,H,14.0,7.0,5.0,4.0,5.0,3.0,9.0,12.0,2.0,7.0,0.0,0.0,1.61,4.0,5.5,La Liga Primera Division\21-22.csv
2021-09-27,Premier League,21-22,Crystal Palace,Brighton,1,1,D,8.0,8.0,3.0,4.0,6.0,5.0,12.0,10.0,2.0,3.0,0.0,0.0,3.1,3.2,2.45,Premier League\21-22.csv
2021-09-27,Serie A,21-22,Venezia,Torino,1,1,D,8.0,8.0,2.0,3.0,4.0,1.0,9.0,18.0,1.0,4.0,0.0,1.0,3.6,3.5,2.05,Seire\21-22.csv
2021-10-01,Bundesliga,21-22,FC Koln,Greuther Furth,3,1,H,18.0,7.0,8.0,3.0,8.0,1.0,16.0,18.0,1.0,1.0,0.0,0.0,1.4,5.0,7.0,Bundesliga\21-22.csv
2021-10-01,La Liga,21-22,Ath Bilbao,Alaves,1,0,H,16.0,17.0,5.0,5.0,13.0,9.0,16.0,12.0,3.0,2.0,0.0,0.0,1.53,3.75,7.5,La Liga Primera Division\21-22.csv
2021-10-01,Ligue 1,21-22,Lens,Reims,2,0,H,13.0,3.0,7.0,0.0,5.0,3.0,13.0,13.0,3.0,1.0,0.0,1.0,1.72,3.5,5.0,Le Championnat\21-22.csv
2021-10-01,Serie A,21-22,Cagliari,Venezia,1,1,D,9.0,10.0,3.0,4.0,2.0,4.0,15.0,19.0,2.0,5.0,0.0,0.0,1.85,3.5,4.33,Seire\21-22.csv
2021-10-02,Bundesliga,21-22,Dortmund,Augsburg,2,1,H,17.0,5.0,3.0,3.0,7.0,3.0,9.0,16.0,1.0,3.0,0.0,0.0,1.22,6.5,12.0,Bundesliga\21-22.csv
2021-10-02,Bundesliga,21-22,Hertha,Freiburg,1,2,A,12.0,9.0,3.0,4.0,4.0,9.0,17.0,15.0,3.0,0.0,0.0,0.0,2.9,3.4,2.4,Bundesliga\21-22.csv
2021-10-02,Bundesliga,21-22,RB Leipzig,Bochum,3,0,H,15.0,9.0,9.0,2.0,2.0,3.0,10.0,16.0,1.0,1.0,0.0,0.0,1.2,7.0,12.0,Bundesliga\21-22.csv
2021-10-02,Bundesliga,21-22,Stuttgart,Hoffenheim,3,1,H,12.0,13.0,6.0,4.0,9.0,4.0,14.0,12.0,0.0,1.0,0.0,0.0,2.62,3.75,2.45,Bundesliga\21-22.csv
2021-10-02,Bundesliga,21-22,Wolfsburg,M'gladbach,1,3,A,10.0,19.0,5.0,11.0,4.0,6.0,17.0,10.0,7.0,3.0,1.0,0.0,2.1,3.6,3.4,Bundesliga\21-22.csv
2021-10-02,La Liga,21-22,Ath Madrid,Barcelona,2,0,H,6.0,9.0,3.0,2.0,2.0,6.0,13.0,10.0,2.0,1.0,0.0,0.0,1.9,3.5,4.0,La Liga Primera Division\21-22.csv
2021-10-02,La Liga,21-22,Cadiz,Valencia,0,0,D,2.0,16.0,1.0,4.0,1.0,3.0,16.0,11.0,3.0,4.0,0.0,0.0,3.4,3.0,2.3,La Liga Primera Division\21-22.csv
2021-10-02,La Liga,21-22,Mallorca,Levante,1,0,H,9.0,6.0,7.0,2.0,8.0,3.0,18.0,25.0,4.0,4.0,0.0,0.0,2.1,3.2,3.4,La Liga Primera Division\21-22.csv
2021-10-02,La Liga,21-22,Osasuna,Vallecano,1,0,H,7.0,7.0,3.0,0.0,6.0,3.0,19.0,9.0,3.0,3.0,0.0,0.0,2.15,3.4,3.4,La Liga Primera Division\21-22.csv
2021-10-02,Ligue 1,21-22,Montpellier,Strasbourg,1,1,D,12.0,6.0,4.0,3.0,3.0,4.0,12.0,14.0,2.0,0.0,0.0,0.0,2.4,3.6,2.8,Le Championnat\21-22.csv
2021-10-02,Ligue 1,21-22,Nice,Brest,2,1,H,20.0,6.0,9.0,2.0,6.0,2.0,8.0,12.0,1.0,1.0,0.0,0.0,1.55,4.5,5.5,Le Championnat\21-22.csv
2021-10-02,Premier League,21-22,Brighton,Arsenal,0,0,D,21.0,8.0,2.0,2.0,8.0,5.0,8.0,5.0,2.0,1.0,0.0,0.0,3.0,3.25,2.4,Premier League\21-22.csv
2021-10-02,Premier League,21-22,Burnley,Norwich,0,0,D,14.0,10.0,4.0,2.0,9.0,5.0,13.0,3.0,5.0,2.0,0.0,0.0,1.85,3.6,4.33,Premier League\21-22.csv
2021-10-02,Premier League,21-22,Chelsea,Southampton,3,1,H,20.0,6.0,9.0,2.0,7.0,2.0,11.0,13.0,1.0,3.0,0.0,1.0,1.36,4.75,9.0,Premier League\21-22.csv
2021-10-02,Premier League,21-22,Leeds,Watford,1,0,H,20.0,5.0,4.0,1.0,6.0,3.0,10.0,16.0,0.0,3.0,0.0,0.0,1.7,4.0,4.75,Premier League\21-22.csv
2021-10-02,Premier League,21-22,Man United,Everton,1,1,D,13.0,12.0,6.0,2.0,10.0,1.0,10.0,9.0,1.0,1.0,0.0,0.0,1.45,4.33,7.5,Premier League\21-22.csv
2021-10-02,Premier League,21-22,Wolves,Newcastle,2,1,H,7.0,8.0,3.0,2.0,0.0,4.0,15.0,5.0,0.0,2.0,0.0,0.0,1.61,4.2,5.25,Premier League\21-22.csv
2021-10-02,Serie A,21-22,Salernitana,Genoa,1,0,H,10.0,19.0,4.0,4.0,10.0,8.0,15.0,17.0,2.0,2.0,0.0,0.0,2.87,3.3,2.45,Seire\21-22.csv
2021-10-02,Serie A,21-22,Sassuolo,Inter,1,2,A,12.0,18.0,8.0,3.0,6.0,8.0,10.0,19.0,4.0,2.0,0.0,0.0,4.33,4.2,1.7,Seire\21-22.csv
2021-10-02,Serie A,21-22,Torino,Juventus,0,1,A,12.0,10.0,2.0,3.0,4.0,6.0,20.0,14.0,3.0,1.0,0.0,0.0,4.5,3.5,1.8,Seire\21-22.csv
2021-10-03,Bundesliga,21-22,Bayern Munich,Ein Frankfurt,1,2,A,21.0,5.0,11.0,3.0,10.0,1.0,6.0,8.0,2.0,1.0,0.0,0.0,1.16,8.0,15.0,Bundesliga\21-22.csv
2021-10-03,Bundesliga,21-22,Bielefeld,Leverkusen,0,4,A,10.0,19.0,3.0,7.0,2.0,4.0,13.0,7.0,4.0,1.0,0.0,0.0,5.0,4.0,1.61,Bundesliga\21-22.csv
2021-10-03,Bundesliga,21-22,Mainz,Union Berlin,1,2,A,11.0,15.0,4.0,3.0,2.0,5.0,15.0,6.0,2.0,4.0,1.0,0.0,2.05,3.5,3.6,Bundesliga\21-22.csv
