date,league,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home,odds_draw,odds_away,source_file
2022-11-06,Ligue 1,22-23,Lille,Rennes,1,1,D,19.0,3.0,7.0,2.0,6.0,2.0,9.0,14.0,4.0,1.0,0.0,1.0,2.45,3.6,2.75,Le Championnat\22-23.csv
2022-11-06,Ligue 1,22-23,Lorient,Paris SG,1,2,A,9.0,15.0,2.0,8.0,5.0,8.0,10.0,9.0,1.0,1.0,0.0,0.0,9.5,6.5,1.28,Le Championnat\22-23.csv
2022-11-06,Ligue 1,22-23,Marseille,Lyon,1,0,H,6.0,11.0,2.0,4.0,6.0,4.0,9.0,13.0,0.0,1.0,0.0,0.0,2.2,3.5,3.2,Le Championnat\22-23.csv
2022-11-06,Ligue 1,22-23,Nice,Brest,1,0,H,14.0,12.0,9.0,2.0,2.0,6.0,6.0,11.0,1.0,1.0,0.0,0.0,1.8,3.75,4.33,Le Championnat\22-23.csv
2022-11-06,Ligue 1,22-23,Reims,Nantes,1,0,H,22.0,15.0,9.0,5.0,10.0,4.0,7.0,13.0,2.0,4.0,0.0,1.0,2.05,3.5,3.4,Le Championnat\22-23.csv
2022-11-06,Ligue 1,22-23,Toulouse,Monaco,0,2,A,13.0,24.0,5.0,10.0,7.0,6.0,9.0,11.0,0.0,1.0,0.0,0.0,3.2,3.8,2.1,Le Championnat\22-23.csv
2022-11-06,Premier League,22-23,Aston Villa,Man United,3,1,H,6.0,8.0,4.0,3.0,3.0,5.0,6.0,12.0,3.0,3.0,0.0,0.0,3.3,3.8,2.1,Premier League\22-23.csv
2022-11-06,Premier League,22-23,Chelsea,Arsenal,0,1,A,5.0,14.0,1.0,2.0,4.0,6.0,20.0,13.0,5.0,2.0,0.0,0.0,2.55,3.4,2.7,Premier League\22-23.csv
2022-11-06,Premier League,22-23,Southampton,Newcastle,1,4,A,16.0,7.0,5.0,4.0,8.0,2.0,7.0,10.0,1.0,0.0,0.0,0.0,4.0,3.6,1.9,Premier League\22-23.csv
2022-11-06,Premier League,22-23,Tottenham,Liverpool,1,2,A,14.0,13.0,5.0,6.0,5.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0,3.3,3.6,2.1,Premier League\22-23.csv
2022-11-06,Premier League,22-23,West Ham,Crystal Palace,1,2,A,5.0,15.0,2.0,6.0,2.0,5.0,10.0,7.0,1.0,1.0,0.0,0.0,1.9,3.4,4.2,Premier League\22-23.csv
2022-11-06,Serie A,22-23,Bologna,Torino,2,1,H,9.0,7.0,5.0,2.0,3.0,1.0,14.0,17.0,3.0,3.0,0.0,0.0,3.0,3.1,2.5,Seire\22-23.csv
2022-11-06,Serie A,22-23,Juventus,Inter,2,0,H,8.0,14.0,3.0,4.0,2.0,8.0,16.0,13.0,2.0,2.0,0.0,0.0,3.1,3.4,2.37,Seire\22-23.csv
2022-11-06,Serie A,22-23,Monza,Verona,2,0,H,14.0,7.0,3.0,2.0,5.0,2.0,10.0,10.0,3.0,1.0,0.0,1.0,2.2,3.4,3.3,Seire\22-23.csv
2022-11-06,Serie A,22-23,Roma,Lazio,0,1,A,8.0,5.0,2.0,3.0,4.0,2.0,18.0,14.0,2.0,3.0,0.0,0.0,2.0,3.5,3.8,Seire\22-23.csv
2022-11-06,Serie A,22-23,Sampdoria,Fiorentina,0,2,A,14.0,5.0,2.0,4.0,4.0,4.0,10.0,18.0,1.0,0.0,0.0,0.0,4.2,3.4,1.9,Seire\22-23.csv
2022-11-07,La Liga,22-23,Vallecano,Real Madrid,3,2,H,15.0,16.0,7.0,2.0,4.0,5.0,22.0,11.0,4.0,5.0,0.0,0.0,4.75,4.2,1.65,La Liga Primera Division\22-23.csv
2022-11-08,Bundesliga,22-23,Bayern Munich,Werder Bremen,6,1,H,21.0,4.0,10.0,1.0,8.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,1.14,9.5,15.0,Bundesliga\22-23.csv
2022-11-08,Bundesliga,22-23,Bochum,M'gladbach,2,1,H,13.0,8.0,4.0,2.0,6.0,3.0,11.0,14.0,1.0,3.0,0.0,0.0,3.2,3.5,2.25,Bundesliga\22-23.csv
2022-11-08,Bundesliga,22-23,Stuttgart,Hertha,2,1,H,16.0,11.0,7.0,4.0,8.0,5.0,9.0,15.0,3.0,2.0,0.0,0.0,1.95,3.8,3.75,Bundesliga\22-23.csv
2022-11-08,Bundesliga,22-23,Wolfsburg,Dortmund,2,0,H,15.0,20.0,8.0,6.0,6.0,9.0,10.0,12.0,4.0,2.0,0.0,0.0,3.1,3.6,2.2,Bundesliga\22-23.csv
2022-11-08,La Liga,22-23,Ath Bilbao,Valladolid,3,0,H,19.0,8.0,6.0,0.0,10.0,2.0,20.0,6.0,3.0,1.0,0.0,0.0,1.4,4.5,7.5,La Liga Primera Division\22-23.csv
2022-11-08,La Liga,22-23,Elche,Girona,1,2,A,11.0,21.0,2.0,3.0,2.0,5.0,16.0,9.0,3.0,2.0,0.0,0.0,3.25,3.3,2.2,La Liga Primera Division\22-23.csv
2022-11-08,La Liga,22-23,Osasuna,Barcelona,1,2,A,15.0,9.0,3.0,3.0,2.0,5.0,15.0,6.0,4.0,4.0,0.0,2.0,5.75,4.2,1.53,La Liga Primera Division\22-23.csv
2022-11-08,Serie A,22-23,Cremonese,Milan,0,0,D,6.0,16.0,1.0,5.0,2.0,4.0,16.0,10.0,4.0,3.0,0.0,0.0,6.0,4.2,1.55,Seire\22-23.csv
2022-11-08,Serie A,22-23,Napoli,Empoli,2,0,H,18.0,6.0,4.0,1.0,5.0,0.0,12.0,16.0,1.0,6.0,0.0,1.0,1.25,6.5,9.5,Seire\22-23.csv
2022-11-08,Serie A,22-23,Spezia,Udinese,1,1,D,21.0,10.0,6.0,2.0,9.0,0.0,12.0,12.0,3.0,3.0,0.0,0.0,4.0,3.5,1.9,Seire\22-23.csv
2022-11-09,Bundesliga,22-23,Ein Frankfurt,Hoffenheim,4,2,H,15.0,12.0,8.0,3.0,4.0,5.0,9.0,22.0,0.0,3.0,0.0,0.0,1.9,3.8,3.75,Bundesliga\22-23.csv
2022-11-09,Bundesliga,22-23,FC Koln,Leverkusen,1,2,A,17.0,10.0,7.0,3.0,6.0,1.0,9.0,7.0,1.0,2.0,0.0,0.0,3.0,3.75,2.2,Bundesliga\22-23.csv
2022-11-09,Bundesliga,22-23,RB Leipzig,Freiburg,3,1,H,18.0,4.0,8.0,2.0,6.0,2.0,9.0,21.0,1.0,4.0,0.0,0.0,1.72,4.0,4.5,Bundesliga\22-23.csv
2022-11-09,Bundesliga,22-23,Schalke 04,Mainz,1,0,H,13.0,11.0,4.0,1.0,1.0,6.0,16.0,17.0,3.0,1.0,0.0,0.0,3.4,3.75,2.05,Bundesliga\22-23.csv
2022-11-09,Bundesliga,22-23,Union Berlin,Augsburg,2,2,D,18.0,7.0,6.0,2.0,6.0,3.0,7.0,10.0,1.0,4.0,0.0,0.0,1.55,4.2,6.0,Bundesliga\22-23.csv
2022-11-09,La Liga,22-23,Almeria,Getafe,1,0,H,8.0,11.0,3.0,3.0,7.0,6.0,17.0,8.0,8.0,4.0,1.0,0.0,2.15,3.3,3.5,La Liga Primera Division\22-23.csv
2022-11-09,La Liga,22-23,Espanol,Villarreal,0,1,A,14.0,10.0,6.0,3.0,4.0,7.0,11.0,6.0,1.0,3.0,0.0,0.0,3.2,3.2,2.37,La Liga Primera Division\22-23.csv
2022-11-09,La Liga,22-23,Mallorca,Ath Madrid,1,0,H,9.0,17.0,3.0,5.0,2.0,5.0,14.0,17.0,5.0,3.0,0.0,0.0,3.8,3.1,2.1,La Liga Primera Division\22-23.csv
2022-11-09,La Liga,22-23,Sevilla,Sociedad,1,2,A,6.0,17.0,3.0,9.0,2.0,1.0,9.0,12.0,2.0,2.0,2.0,0.0,2.6,3.2,2.8,La Liga Primera Division\22-23.csv
2022-11-09,Serie A,22-23,Fiorentina,Salernitana,2,1,H,18.0,4.0,7.0,1.0,4.0,3.0,10.0,11.0,0.0,1.0,0.0,0.0,1.53,4.2,6.25,Seire\22-23.csv
2022-11-09,Serie A,22-23,Inter,Bologna,6,1,H,13.0,10.0,7.0,4.0,4.0,4.0,10.0,11.0,1.0,5.0,0.0,0.0,1.28,5.75,10.0,Seire\22-23.csv
2022-11-09,Serie A,22-23,Lecce,Atalanta,2,1,H,15.0,12.0,3.0,4.0,4.0,3.0,11.0,12.0,1.0,2.0,0.0,0.0,4.75,3.5,1.8,Seire\22-23.csv
2022-11-09,Serie A,22-23,Sassuolo,Roma,1,1,D,14.0,10.0,6.0,4.0,3.0,2.0,11.0,11.0,5.0,3.0,0.0,0.0,3.4,3.6,2.1,Seire\22-23.csv
2022-11-09,Serie A,22-23,Torino,Sampdoria,2,0,H,8.0,11.0,5.0,1.0,4.0,3.0,14.0,21.0,1.0,3.0,0.0,0.0,1.61,3.8,5.75,Seire\22-23.csv
2022-11-10,La Liga,22-23,Real Madrid,Cadiz,2,1,H,18.0,10.0,5.0,5.0,7.0,1.0,12.0,16.0,3.0,3.0,0.0,0.0,1.14,8.5,15.0,La Liga Primera Division\22-23.csv
2022-11-10,La Liga,22-23,Valencia,Betis,3,0,H,15.0,5.0,7.0,1.0,5.0,5.0,12.0,9.0,1.0,3.0,0.0,1.0,2.1,3.4,3.6,La Liga Primera Division\22-23.csv
2022-11-10,La Liga,22-23,Vallecano,Celta,0,0,D,10.0,11.0,3.0,3.0,5.0,3.0,19.0,16.0,7.0,1.0,0.0,0.0,2.2,3.2,3.5,La Liga Primera Division\22-23.csv
2022-11-10,Serie A,22-23,Lazio,Monza,1,0,H,12.0,8.0,4.0,0.0,4.0,3.0,15.0,14.0,2.0,1.0,0.0,0.0,1.61,4.2,5.0,Seire\22-23.csv
2022-11-10,Serie A,22-23,Verona,Juventus,0,1,A,15.0,11.0,2.0,3.0,5.0,4.0,14.0,13.0,3.0,2.0,0.0,1.0,5.0,3.8,1.66,Seire\22-23.csv
2022-11-11,Bundesliga,22-23,M'gladbach,Dortmund,4,2,H,11.0,20.0,6.0,10.0,2.0,9.0,12.0,12.0,1.0,2.0,0.0,0.0,3.2,4.0,2.15,Bundesliga\22-23.csv
2022-11-11,Ligue 1,22-23,Lyon,Nice,1,1,D,9.0,13.0,3.0,3.0,3.0,4.0,7.0,7.0,1.0,0.0,0.0,0.0,1.75,3.8,4.5,Le Championnat\22-23.csv
2022-11-11,Serie A,22-23,Empoli,Cremonese,2,0,H,13.0,19.0,6.0,5.0,4.0,9.0,9.0,14.0,1.0,2.0,0.0,0.0,2.5,3.4,2.8,Seire\22-23.csv
2022-11-12,Bundesliga,22-23,Augsburg,Bochum,0,1,A,19.0,11.0,5.0,4.0,6.0,2.0,12.0,9.0,1.0,1.0,0.0,0.0,2.2,3.5,3.2,Bundesliga\22-23.csv
2022-11-12,Bundesliga,22-23,Hertha,FC Koln,2,0,H,17.0,10.0,8.0,2.0,10.0,5.0,15.0,10.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,Bundesliga\22-23.csv
2022-11-12,Bundesliga,22-23,Hoffenheim,Wolfsburg,1,2,A,22.0,6.0,8.0,3.0,7.0,1.0,15.0,11.0,0.0,3.0,0.0,0.0,2.25,3.75,3.1,Bundesliga\22-23.csv
2022-11-12,Bundesliga,22-23,Leverkusen,Stuttgart,2,0,H,11.0,7.0,3.0,1.0,4.0,2.0,11.0,10.0,2.0,3.0,0.0,0.0,1.72,4.2,4.33,Bundesliga\22-23.csv
2022-11-12,Bundesliga,22-23,Schalke 04,Bayern Munich,0,2,A,6.0,22.0,2.0,6.0,4.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,15.0,7.5,1.16,Bundesliga\22-23.csv
2022-11-12,Bundesliga,22-23,Werder Bremen,RB Leipzig,1,2,A,7.0,14.0,5.0,3.0,0.0,4.0,14.0,8.0,1.0,2.0,0.0,0.0,3.6,4.0,1.9,Bundesliga\22-23.csv
2022-11-12,Ligue 1,22-23,Lens,Clermont,2,1,H,16.0,5.0,3.0,2.0,5.0,3.0,19.0,17.0,1.0,3.0,0.0,0.0,1.44,4.75,7.5,Le Championnat\22-23.csv
2022-11-12,Ligue 1,22-23,Rennes,Toulouse,2,1,H,16.0,10.0,8.0,4.0,4.0,4.0,9.0,10.0,0.0,0.0,0.0,0.0,1.5,4.5,6.0,Le Championnat\22-23.csv
2022-11-12,Premier League,22-23,Bournemouth,Everton,3,0,H,16.0,15.0,9.0,3.0,3.0,5.0,12.0,8.0,2.0,0.0,0.0,0.0,2.8,3.25,2.6,Premier League\22-23.csv
2022-11-12,Premier League,22-23,Liverpool,Southampton,3,1,H,15.0,9.0,7.0,5.0,6.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,1.25,6.5,11.0,Premier League\22-23.csv
2022-11-12,Premier League,22-23,Man City,Brentford,1,2,A,29.0,10.0,6.0,8.0,10.0,2.0,9.0,7.0,2.0,2.0,0.0,0.0,1.14,8.0,17.0,Premier League\22-23.csv
2022-11-12,Premier League,22-23,Newcastle,Chelsea,1,0,H,10.0,5.0,3.0,2.0,5.0,3.0,14.0,11.0,3.0,2.0,0.0,0.0,2.35,3.4,3.0,Premier League\22-23.csv
2022-11-12,Premier League,22-23,Nott'm Forest,Crystal Palace,1,0,H,9.0,8.0,2.0,0.0,1.0,5.0,11.0,13.0,1.0,4.0,0.0,0.0,3.1,3.1,2.45,Premier League\22-23.csv
2022-11-12,Premier League,22-23,Tottenham,Leeds,4,3,H,14.0,12.0,8.0,5.0,9.0,2.0,8.0,7.0,1.0,1.0,0.0,1.0,1.65,4.2,4.75,Premier League\22-23.csv
2022-11-12,Premier League,22-23,West Ham,Leicester,0,2,A,18.0,9.0,6.0,6.0,7.0,2.0,9.0,8.0,3.0,1.0,0.0,0.0,2.05,3.4,3.75,Premier League\22-23.csv
2022-11-12,Premier League,22-23,Wolves,Arsenal,0,2,A,11.0,14.0,2.0,4.0,6.0,4.0,5.0,6.0,3.0,2.0,0.0,0.0,6.0,4.2,1.55,Premier League\22-23.csv
2022-11-12,Serie A,22-23,Bologna,Sassuolo,3,0,H,8.0,9.0,4.0,3.0,4.0,6.0,12.0,6.0,1.0,0.0,0.0,0.0,2.3,3.5,3.0,Seire\22-23.csv
2022-11-12,Serie A,22-23,Napoli,Udinese,3,2,H,15.0,10.0,5.0,4.0,5.0,3.0,12.0,13.0,2.0,3.0,0.0,0.0,1.5,4.75,5.75,Seire\22-23.csv
2022-11-12,Serie A,22-23,Sampdoria,Lecce,0,2,A,11.0,11.0,2.0,3.0,9.0,0.0,14.0,19.0,2.0,3.0,0.0,0.0,2.62,3.0,3.0,Seire\22-23.csv
2022-11-13,Bundesliga,22-23,Freiburg,Union Berlin,4,1,H,7.0,4.0,5.0,2.0,2.0,1.0,13.0,9.0,0.0,1.0,0.0,1.0,2.0,3.3,4.0,Bundesliga\22-23.csv
2022-11-13,Bundesliga,22-23,Mainz,Ein Frankfurt,1,1,D,19.0,10.0,6.0,3.0,5.0,2.0,12.0,8.0,2.0,2.0,0.0,0.0,2.75,3.5,2.45,Bundesliga\22-23.csv
2022-11-13,Ligue 1,22-23,Brest,Troyes,2,1,H,15.0,8.0,5.0,2.0,5.0,5.0,13.0,12.0,3.0,2.0,0.0,1.0,2.0,3.6,3.5,Le Championnat\22-23.csv
2022-11-13,Ligue 1,22-23,Lille,Angers,1,0,H,9.0,8.0,4.0,2.0,2.0,6.0,18.0,12.0,3.0,1.0,1.0,0.0,1.33,5.5,8.5,Le Championnat\22-23.csv
2022-11-13,Ligue 1,22-23,Monaco,Marseille,2,3,A,11.0,11.0,6.0,3.0,5.0,4.0,17.0,9.0,3.0,1.0,0.0,0.0,2.3,3.6,2.9,Le Championnat\22-23.csv
2022-11-13,Ligue 1,22-23,Montpellier,Reims,1,1,D,16.0,17.0,8.0,4.0,11.0,7.0,15.0,15.0,2.0,2.0,0.0,0.0,2.5,3.4,2.8,Le Championnat\22-23.csv
2022-11-13,Ligue 1,22-23,Nantes,Ajaccio,2,2,D,15.0,13.0,5.0,4.0,9.0,6.0,16.0,17.0,3.0,3.0,0.0,0.0,2.0,3.3,4.0,Le Championnat\22-23.csv
2022-11-13,Ligue 1,22-23,Paris SG,Auxerre,5,0,H,9.0,9.0,6.0,3.0,3.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,1.11,10.0,17.0,Le Championnat\22-23.csv
2022-11-13,Ligue 1,22-23,Strasbourg,Lorient,1,1,D,20.0,6.0,4.0,2.0,4.0,2.0,9.0,9.0,4.0,1.0,0.0,0.0,2.15,3.5,3.3,Le Championnat\22-23.csv
2022-11-13,Premier League,22-23,Brighton,Aston Villa,1,2,A,7.0,8.0,2.0,2.0,11.0,4.0,14.0,11.0,2.0,7.0,0.0,0.0,1.83,3.75,4.2,Premier League\22-23.csv
2022-11-13,Premier League,22-23,Fulham,Man United,1,2,A,14.0,14.0,7.0,9.0,10.0,3.0,9.0,10.0,1.0,1.0,0.0,0.0,3.8,3.8,1.9,Premier League\22-23.csv
2022-11-13,Serie A,22-23,Atalanta,Inter,2,3,A,19.0,14.0,7.0,3.0,5.0,4.0,10.0,11.0,0.0,3.0,0.0,0.0,3.1,3.75,2.2,Seire\22-23.csv
2022-11-13,Serie A,22-23,Juventus,Lazio,3,0,H,13.0,10.0,9.0,3.0,2.0,6.0,10.0,8.0,2.0,1.0,0.0,0.0,1.95,3.5,4.0,Seire\22-23.csv
2022-11-13,Serie A,22-23,Milan,Fiorentina,2,1,H,12.0,11.0,3.0,5.0,5.0,7.0,13.0,11.0,1.0,4.0,0.0,0.0,1.7,3.8,5.0,Seire\22-23.csv
2022-11-13,Serie A,22-23,Monza,Salernitana,3,0,H,19.0,5.0,7.0,0.0,6.0,1.0,9.0,11.0,0.0,2.0,0.0,1.0,2.15,3.25,3.6,Seire\22-23.csv
2022-11-13,Serie A,22-23,Roma,Torino,1,1,D,13.0,10.0,4.0,2.0,7.0,0.0,13.0,10.0,3.0,2.0,0.0,0.0,1.9,3.4,4.33,Seire\22-23.csv
2022-11-13,Serie A,22-23,Verona,Spezia,1,2,A,18.0,16.0,5.0,9.0,2.0,10.0,13.0,21.0,2.0,4.0,0.0,0.0,2.1,3.4,3.6,Seire\22-23.csv
2022-12-26,Premier League,22-23,Arsenal,West Ham,3,1,H,16.0,8.0,5.0,4.0,7.0,5.0,13.0,17.0,0.0,2.0,0.0,0.0,1.5,4.33,6.5,Premier League\22-23.csv
2022-12-26,Premier League,22-23,Aston Villa,Liverpool,1,3,A,12.0,16.0,6.0,9.0,0.0,6.0,7.0,12.0,0.0,0.0,0.0,0.0,4.75,4.0,1.7,Premier League\22-23.csv
2022-12-26,Premier League,22-23,Brentford,Tottenham,2,2,D,9.0,16.0,5.0,8.0,6.0,5.0,11.0,10.0,3.0,1.0,0.0,0.0,4.0,3.6,1.91,Premier League\22-23.csv
2022-12-26,Premier League,22-23,Crystal Palace,Fulham,0,3,A,4.0,23.0,0.0,11.0,1.0,8.0,12.0,15.0,0.0,0.0,2.0,0.0,2.05,3.6,3.5,Premier League\22-23.csv
2022-12-26,Premier League,22-23,Everton,Wolves,1,2,A,12.0,7.0,6.0,4.0,2.0,2.0,9.0,22.0,1.0,6.0,0.0,0.0,2.3,3.25,3.2,Premier League\22-23.csv
2022-12-26,Premier League,22-23,Leicester,Newcastle,0,3,A,8.0,12.0,2.0,5.0,5.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,3.25,3.5,2.2,Premier League\22-23.csv
2022-12-26,Premier League,22-23,Southampton,Brighton,1,3,A,14.0,7.0,4.0,4.0,4.0,2.0,9.0,10.0,1.0,2.0,0.0,0.0,3.3,3.5,2.15,Premier League\22-23.csv
2022-12-27,Premier League,22-23,Chelsea,Bournemouth,2,0,H,15.0,9.0,5.0,4.0,6.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,1.3,5.5,10.0,Premier League\22-23.csv
2022-12-27,Premier League,22-23,Man United,Nott'm Forest,3,0,H,17.0,8.0,8.0,3.0,9.0,9.0,13.0,4.0,3.0,1.0,0.0,0.0,1.29,5.5,11.0,Premier League\22-23.csv
2022-12-28,Ligue 1,22-23,Ajaccio,Angers,1,0,H,11.0,14.0,3.0,4.0,3.0,5.0,13.0,13.0,1.0,0.0,0.0,0.0,2.0,3.4,4.0,Le Championnat\22-23.csv
2022-12-28,Ligue 1,22-23,Auxerre,Monaco,2,3,A,11.0,6.0,6.0,3.0,1.0,3.0,9.0,15.0,1.0,0.0,0.0,0.0,4.5,4.0,1.73,Le Championnat\22-23.csv
2022-12-28,Ligue 1,22-23,Brest,Lyon,2,4,A,17.0,17.0,5.0,10.0,6.0,6.0,8.0,19.0,2.0,2.0,0.0,0.0,3.75,3.6,1.95,Le Championnat\22-23.csv
2022-12-28,Ligue 1,22-23,Clermont,Lille,0,2,A,9.0,14.0,3.0,3.0,3.0,3.0,9.0,17.0,4.0,2.0,1.0,0.0,4.2,3.75,1.83,Le Championnat\22-23.csv
2022-12-28,Ligue 1,22-23,Paris SG,Strasbourg,2,1,H,9.0,10.0,6.0,3.0,8.0,3.0,6.0,12.0,4.0,1.0,1.0,0.0,1.22,6.5,13.0,Le Championnat\22-23.csv
2022-12-28,Ligue 1,22-23,Troyes,Nantes,0,0,D,6.0,19.0,2.0,5.0,4.0,4.0,9.0,13.0,0.0,2.0,0.0,0.0,2.38,3.6,2.88,Le Championnat\22-23.csv
2022-12-28,Premier League,22-23,Leeds,Man City,1,3,A,9.0,26.0,1.0,9.0,3.0,5.0,11.0,14.0,3.0,3.0,0.0,0.0,9.5,6.0,1.29,Premier League\22-23.csv
2022-12-29,La Liga,22-23,Ath Madrid,Elche,2,0,H,18.0,5.0,4.0,1.0,3.0,5.0,14.0,20.0,3.0,4.0,1.0,2.0,1.29,5.5,10.0,La Liga Primera Division\22-23.csv
2022-12-29,La Liga,22-23,Betis,Ath Bilbao,0,0,D,9.0,10.0,5.0,0.0,2.0,6.0,8.0,17.0,1.0,4.0,1.0,0.0,2.88,3.3,2.5,La Liga Primera Division\22-23.csv
2022-12-29,La Liga,22-23,Girona,Vallecano,2,2,D,16.0,12.0,7.0,4.0,2.0,4.0,14.0,14.0,3.0,2.0,0.0,0.0,2.3,3.2,3.3,La Liga Primera Division\22-23.csv
2022-12-29,Ligue 1,22-23,Lorient,Montpellier,0,2,A,12.0,14.0,4.0,6.0,5.0,2.0,15.0,15.0,3.0,4.0,0.0,0.0,1.95,3.75,3.75,Le Championnat\22-23.csv
2022-12-29,Ligue 1,22-23,Marseille,Toulouse,6,1,H,13.0,10.0,7.0,6.0,1.0,6.0,14.0,8.0,1.0,2.0,0.0,0.0,1.5,4.5,6.0,Le Championnat\22-23.csv
2022-12-29,Ligue 1,22-23,Nice,Lens,0,0,D,9.0,10.0,5.0,2.0,4.0,6.0,11.0,18.0,2.0,3.0,0.0,0.0,3.2,3.0,2.45,Le Championnat\22-23.csv
2022-12-29,Ligue 1,22-23,Reims,Rennes,3,1,H,10.0,11.0,4.0,5.0,4.0,6.0,8.0,8.0,2.0,2.0,0.0,0.0,3.3,3.4,2.2,Le Championnat\22-23.csv
2022-12-30,La Liga,22-23,Cadiz,Almeria,1,1,D,12.0,18.0,6.0,9.0,3.0,2.0,7.0,14.0,2.0,0.0,0.0,0.0,2.38,3.1,3.25,La Liga Primera Division\22-23.csv
2022-12-30,La Liga,22-23,Celta,Sevilla,1,1,D,17.0,7.0,5.0,5.0,5.0,6.0,11.0,13.0,2.0,4.0,0.0,1.0,2.2,3.3,3.4,La Liga Primera Division\22-23.csv
2022-12-30,La Liga,22-23,Getafe,Mallorca,2,0,H,14.0,3.0,6.0,0.0,4.0,2.0,10.0,19.0,0.0,1.0,0.0,0.0,2.75,2.75,3.1,La Liga Primera Division\22-23.csv
2022-12-30,La Liga,22-23,Valladolid,Real Madrid,0,2,A,14.0,19.0,4.0,8.0,5.0,9.0,7.0,9.0,2.0,0.0,1.0,0.0,6.5,4.75,1.45,La Liga Primera Division\22-23.csv
2022-12-30,Premier League,22-23,Liverpool,Leicester,2,1,H,21.0,7.0,5.0,2.0,4.0,5.0,8.0,15.0,0.0,1.0,0.0,0.0,1.29,6.0,9.5,Premier League\22-23.csv
2022-12-30,Premier League,22-23,West Ham,Brentford,0,2,A,20.0,9.0,5.0,6.0,8.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,2.0,3.6,3.6,Premier League\22-23.csv
2022-12-31,La Liga,22-23,Barcelona,Espanol,1,1,D,21.0,4.0,6.0,1.0,10.0,2.0,11.0,15.0,6.0,7.0,1.0,1.0,1.25,6.5,10.0,La Liga Primera Division\22-23.csv
2022-12-31,La Liga,22-23,Sociedad,Osasuna,2,0,H,9.0,11.0,2.0,3.0,3.0,2.0,10.0,15.0,1.0,1.0,0.0,0.0,1.85,3.3,4.75,La Liga Primera Division\22-23.csv
2022-12-31,La Liga,22-23,Villarreal,Valencia,2,1,H,14.0,13.0,8.0,4.0,5.0,2.0,12.0,16.0,1.0,3.0,0.0,0.0,1.95,3.4,4.2,La Liga Primera Division\22-23.csv
2022-12-31,Premier League,22-23,Bournemouth,Crystal Palace,0,2,A,6.0,15.0,2.0,6.0,2.0,7.0,17.0,11.0,4.0,1.0,0.0,0.0,2.8,3.3,2.5,Premier League\22-23.csv
2022-12-31,Premier League,22-23,Brighton,Arsenal,2,4,A,9.0,14.0,5.0,7.0,7.0,4.0,7.0,11.0,3.0,3.0,0.0,0.0,3.4,3.5,2.1,Premier League\22-23.csv
2022-12-31,Premier League,22-23,Fulham,Southampton,2,1,H,8.0,9.0,2.0,3.0,4.0,4.0,8.0,13.0,0.0,1.0,0.0,0.0,1.95,3.6,3.75,Premier League\22-23.csv
2022-12-31,Premier League,22-23,Man City,Everton,1,1,D,16.0,2.0,3.0,1.0,7.0,1.0,13.0,14.0,3.0,4.0,0.0,0.0,1.13,9.0,19.0,Premier League\22-23.csv
2022-12-31,Premier League,22-23,Newcastle,Leeds,0,0,D,16.0,8.0,5.0,1.0,9.0,3.0,13.0,19.0,3.0,5.0,0.0,0.0,1.45,4.5,7.0,Premier League\22-23.csv
2022-12-31,Premier League,22-23,Wolves,Man United,0,1,A,10.0,16.0,3.0,6.0,7.0,5.0,11.0,11.0,1.0,3.0,0.0,0.0,4.0,3.6,1.91,Premier League\22-23.csv
2023-01-01,Ligue 1,22-23,Angers,Lorient,1,2,A,14.0,10.0,6.0,5.0,7.0,7.0,16.0,9.0,3.0,0.0,0.0,0.0,2.75,3.4,2.5,Le Championnat\22-23.csv
2023-01-01,Ligue 1,22-23,Lens,Paris SG,3,1,H,10.0,16.0,4.0,6.0,3.0,7.0,16.0,12.0,2.0,3.0,0.0,0.0,3.25,3.6,2.2,Le Championnat\22-23.csv
2023-01-01,Ligue 1,22-23,Lyon,Clermont,0,1,A,13.0,13.0,2.0,3.0,7.0,4.0,21.0,13.0,1.0,3.0,0.0,0.0,1.5,4.5,6.0,Le Championnat\22-23.csv
2023-01-01,Ligue 1,22-23,Monaco,Brest,1,0,H,17.0,13.0,5.0,6.0,7.0,5.0,23.0,14.0,3.0,4.0,0.0,0.0,1.5,4.75,5.5,Le Championnat\22-23.csv
2023-01-01,Ligue 1,22-23,Nantes,Auxerre,1,0,H,10.0,14.0,3.0,6.0,3.0,7.0,10.0,19.0,1.0,2.0,0.0,0.0,1.85,3.4,4.33,Le Championnat\22-23.csv
2023-01-01,Ligue 1,22-23,Toulouse,Ajaccio,2,0,H,11.0,1.0,4.0,0.0,5.0,2.0,15.0,15.0,3.0,1.0,0.0,0.0,2.0,3.4,3.8,Le Championnat\22-23.csv
