iterations,bets,roi_mean,roi_ci_lower_2_5,roi_ci_upper_97_5,observed_roi,top_10_wins_contribution,top_10_losses_contribution
1000,496,0.0006271572580645044,-0.050984879032258075,0.05029637096774192,0.0017741935483870804,5.806818181818236,-11.363636363636468
